2.093831086252897421e+03,1.162690775003899901e+01,5.289329611838583745e+00,1.607485493845185243e+00,5.306793947017959923e+00,1.073306017387469780e+01,2.387967220864963824e+00
2.273031878021582543e+03,1.080570372780088739e+01,4.937315308300017414e+00,1.459351061214738232e+00,4.923780650259996783e+00,9.164209846571147011e+00,2.199705181588537783e+00
2.836126751370012244e+03,8.569197974812688301e+00,3.993699976361670956e+00,1.062528976605935593e+00,3.885017641352948914e+00,5.524731257117688088e+00,1.762967750854122606e+00
2.532610288431726076e+03,9.722232806242626424e+00,4.476895777668953080e+00,1.265670578940161661e+00,4.419591651847727398e+00,7.285397378476262453e+00,1.974247685417151565e+00
2.982195422278114620e+03,8.044581430186491744e+00,3.776939568429847238e+00,9.714533261756710392e-01,3.642723205466718017e+00,4.805142945607930649e+00,1.676617153472951705e+00
2.439600407253253252e+03,1.009814858987154373e+01,4.636045144630204895e+00,1.332607735018110473e+00,4.594350855393923183e+00,7.912633100125543884e+00,2.049515972015065302e+00
2.848143435805059198e+03,8.525428553953085853e+00,3.975531543367382792e+00,1.054893758502196466e+00,3.864777108015137408e+00,5.462746354763246437e+00,1.755529562571589652e+00
2.654668366419623908e+03,9.246388386439729601e+00,4.276498436999466968e+00,1.181403636883803010e+00,4.198685870168847423e+00,6.528953620119998469e+00,1.883474434414399878e+00
2.705830486075719818e+03,9.052118475612953574e+00,4.195061890148347850e+00,1.147166300884900680e+00,4.108609745461651030e+00,6.232179225965746916e+00,1.847861507115889701e+00
2.575088974682164917e+03,9.554521553829305347e+00,4.406123313435581501e+00,1.235908275361688347e+00,4.341691638441042222e+00,7.014004011638517611e+00,1.941680481396622193e+00
2.813636665940601688e+03,8.651442605136571373e+00,4.027877746405492232e+00,1.076892724718544025e+00,3.923062134579438975e+00,5.642163190808003215e+00,1.777059582896960421e+00
2.069175550135676531e+03,1.174561766490045933e+01,5.340395272857097808e+00,1.628978242428990253e+00,5.362211466958729744e+00,1.097017801233341672e+01,2.416421361480010077e+00
2.871286206889513778e+03,8.441464595630671752e+00,3.940719386251868350e+00,1.040264776628005983e+00,3.825961581188602967e+00,5.344832245106564628e+00,1.741379869412787773e+00
2.477848950952499763e+03,9.942048060375507035e+00,4.569874310237725723e+00,1.304775227628851342e+00,4.521757181881268295e+00,7.648993807975967840e+00,2.017879256957116230e+00
2.027637455605560035e+03,1.194910249698099669e+01,5.428024297695784206e+00,1.665861725257366643e+00,5.457231337010251870e+00,1.138270055451774887e+01,2.465924066542129811e+00
2.445197910694066195e+03,1.007516665216087937e+01,4.626295946763814726e+00,1.328506937682460975e+00,4.583661156180478535e+00,7.873535471752321158e+00,2.044824256610278557e+00
2.763176444281800741e+03,8.837603515987433767e+00,4.105418494121667372e+00,1.109483556391274606e+00,4.009230006095314103e+00,5.912597183057044958e+00,1.809511661966845431e+00
2.786691763028732566e+03,8.750560445227701933e+00,4.069132507731024084e+00,1.094231817011134700e+00,3.968931451992248505e+00,5.785351787423498315e+00,1.794242214490819887e+00
2.284083569287074624e+03,1.075723381441681425e+01,4.916612577899130088e+00,1.450640313989979280e+00,4.901195083807762920e+00,9.075514673340949301e+00,2.189061760800913969e+00
2.435157911680769757e+03,1.011642252517001062e+01,4.643798894112413755e+00,1.335869219863730750e+00,4.602851201524886804e+00,7.943791126153810112e+00,2.053254935138457249e+00
2.901663662551375637e+03,8.331887110759364390e+00,3.895370524078740626e+00,1.021209413908069186e+00,3.775330475077208980e+00,5.192911669173257749e+00,1.723149400300791001e+00
2.013143187763921105e+03,1.202117551133274809e+01,5.459089934356004647e+00,1.678937924801324311e+00,5.490894584175665116e+00,1.153065229202474207e+01,2.483678275042969119e+00
2.075688825072458258e+03,1.171411122568091479e+01,5.326838004181117192e+00,1.623272121369053078e+00,5.347502125657063843e+00,1.090699088901833136e+01,2.408838906682199799e+00
2.676650118706075773e+03,9.162571697322389852e+00,4.241334572283682824e+00,1.166619637239328711e+00,4.159814559445737636e+00,6.400054727166017976e+00,1.868006567259922202e+00
2.329247444770152924e+03,1.056151884832226884e+01,4.833110333016095161e+00,1.415508138736028210e+00,4.810024016724290696e+00,8.721800597822818801e+00,2.146616071738738363e+00
